address,item_index,latitude,longitude,map_url,name,phone,phone_href,raw_data_coord,raw_data_lat,raw_data_long,raw_data_map_url,raw_html
"Şamaxı şəhəri, Mövsüm Qədirli küçəsi 87",11,40.6384315,48.6438608,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3027.606083394467!2d48.64142322643602!3d40.63856839210728!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4039f3a5d89629c9%3A0xce1e924a8ee1d569!2zxZ5hbWF4xLEgTcmZcmvJmXppIFJheW9uIFjJmXN0yZl4YW5hc8SxLCBNw7Z2c8O8bSBRyZlkaXJsaSwsIMWeYW1heMSxIDU2MDA!5e0!3m2!1saz!2saz!4v1727179095492!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Şamaxı Rayon Mərkəzi Xəstəxanası,(+9942026) 5-70-41,tel:(+9942026) 5-70-41,"[40.6384315, 48.6438608]",40.6384315,48.6438608,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3027.606083394467!2d48.64142322643602!3d40.63856839210728!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4039f3a5d89629c9%3A0xce1e924a8ee1d569!2zxZ5hbWF4xLEgTcmZcmvJmXppIFJheW9uIFjJmXN0yZl4YW5hc8SxLCBNw7Z2c8O8bSBRyZlkaXJsaSwsIMWeYW1heMSxIDU2MDA!5e0!3m2!1saz!2saz!4v1727179095492!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.6384315, 48.6438608]"" data-lat=""40.6384315"" data-long=""48.6438608"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3027.606083394467!2d48.64142322643602!3d40.63856839210728!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4039f3a5d89629c9%3A0xce1e924a8ee1d569!2zxZ5hbWF4xLEgTcmZcmvJmXppIFJheW9uIFjJmXN0yZl4YW5hc8SxLCBNw7Z2c8O8bSBRyZlkaXJsaSwsIMWeYW1heMSxIDU2MDA!5e0!3m2!1saz!2saz!4v17271790954..."
"Gədəbəy şəhəri, C.Ağayev küç. 4.",12,40.5787815,45.8125066,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d96890.14962709995!2d45.7053386666453!3d40.63391369330675!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x40409d24acf7c3d1%3A0xa7a6f5949d6127f3!2zSE9TUMSwVEFMIFrGj1LEsEbGjyDGj0zEsFlFVkEgYWTEsW5h!5e0!3m2!1saz!2saz!4v1727180316486!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Gədəbəy Rayon Mərkəzi Xəstəxanası,(02232) 6-01-52,tel:(02232) 6-01-52,"[40.5787815, 45.8125066]",40.5787815,45.8125066,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d96890.14962709995!2d45.7053386666453!3d40.63391369330675!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x40409d24acf7c3d1%3A0xa7a6f5949d6127f3!2zSE9TUMSwVEFMIFrGj1LEsEbGjyDGj0zEsFlFVkEgYWTEsW5h!5e0!3m2!1saz!2saz!4v1727180316486!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.5787815, 45.8125066]"" data-lat=""40.5787815"" data-long=""45.8125066"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d96890.14962709995!2d45.7053386666453!3d40.63391369330675!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x40409d24acf7c3d1%3A0xa7a6f5949d6127f3!2zSE9TUMSwVEFMIFrGj1LEsEbGjyDGj0zEsFlFVkEgYWTEsW5h!5e0!3m2!1saz!2saz!4v1727180316486!5m2!1saz!2saz"" width=""600"" height=""450"" style=""bo..."
"Bakı, Yusif Səfərov küçəsi, 12",13,40.39351712251349,49.83361882920017,https://maps.app.goo.gl/Lov9gX3MzMFQGx7D6,Respublika Pediatriya Mərkəzi,+994 12 595 38 56,tel:+994 12 595 38 56,"[40.39351712251349, 49.83361882920017]",40.39351712251349,49.83361882920017,https://maps.app.goo.gl/Lov9gX3MzMFQGx7D6,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39351712251349, 49.83361882920017]"" data-lat=""40.39351712251349"" data-long=""49.83361882920017"" data-map-url=""https://maps.app.goo.gl/Lov9gX3MzMFQGx7D6"" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Respublika Pediatriya Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" sr..."
"Kürdəmir şəhəri, X.İslamzadə küçəsi 12",14,40.3559476,48.1595819,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3040.39809574029!2d48.156742676425296!3d40.35569645935103!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x40397d2724c2be57%3A0x49e4dceb196a6911!2zS8O8cmTJmW1pciBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727180379480!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Kürdəmir Rayon Mərkəzi Xəstəxanası,(+9942025) 5-04-24,tel:(+9942025) 5-04-24,"[40.3559476, 48.1595819]",40.3559476,48.1595819,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3040.39809574029!2d48.156742676425296!3d40.35569645935103!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x40397d2724c2be57%3A0x49e4dceb196a6911!2zS8O8cmTJmW1pciBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727180379480!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.3559476, 48.1595819]"" data-lat=""40.3559476"" data-long=""48.1595819"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3040.39809574029!2d48.156742676425296!3d40.35569645935103!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x40397d2724c2be57%3A0x49e4dceb196a6911!2zS8O8cmTJmW1pciBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727180379480!5m2!1saz!2saz"" width=""600"" height=""450"" style=""bo..."
"Göyçay şəhəri, Nizami küç. 183",15,40.6601868,47.7514558,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.6659652225526!2d47.74890577643681!3d40.65929314083993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4039071d2cb0659b%3A0x3aac196e696fed74!2zTcmZcmvJmXppIFjJmXN0yZl4YW5h!5e0!3m2!1saz!2saz!4v1727180413422!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Göyçay Rayon Mərkəzi Xəstəxanası,(+9942027) 4-18-40,tel:(+9942027) 4-18-40,"[40.6601868, 47.7514558]",40.6601868,47.7514558,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.6659652225526!2d47.74890577643681!3d40.65929314083993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4039071d2cb0659b%3A0x3aac196e696fed74!2zTcmZcmvJmXppIFjJmXN0yZl4YW5h!5e0!3m2!1saz!2saz!4v1727180413422!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.6601868, 47.7514558]"" data-lat=""40.6601868"" data-long=""47.7514558"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.6659652225526!2d47.74890577643681!3d40.65929314083993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4039071d2cb0659b%3A0x3aac196e696fed74!2zTcmZcmvJmXppIFjJmXN0yZl4YW5h!5e0!3m2!1saz!2saz!4v1727180413422!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfull..."
"Goranboy rayonu, H.Əliyev 116",16,40.5973314,46.7706636,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3029.462730000142!2d46.76888647643442!3d40.59761324460974!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4038cb6c9c91f6bb%3A0x5c580df993bc57fa!2zR29yYW5ib3kgUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727180450763!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Goranboy Rayon Mərkəzi Xəstəxanası,(+99422) 242 31 96,tel:(+99422) 242 31 96,"[40.5973314, 46.7706636]",40.5973314,46.7706636,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3029.462730000142!2d46.76888647643442!3d40.59761324460974!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4038cb6c9c91f6bb%3A0x5c580df993bc57fa!2zR29yYW5ib3kgUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727180450763!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.5973314, 46.7706636]"" data-lat=""40.5973314"" data-long=""46.7706636"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3029.462730000142!2d46.76888647643442!3d40.59761324460974!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4038cb6c9c91f6bb%3A0x5c580df993bc57fa!2zR29yYW5ib3kgUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727180450763!5m2!1saz!2saz"" width=""600"" height=""450"" styl..."
"Ağcabədi rayonu, Taxtakörpü qəsəbəsi",17,40.0995443,47.521411,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3072.2609145633814!2d46.54502477639862!3d39.64384220231648!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403e0b002cf7ae7f%3A0xda368bd19771c43b!2zTGHDp8SxbiByYXlvbiBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727181048920!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Laçın Rayon Mərkəzi Xəstəxanası,(+9942127) 7-83-39,tel:(+9942127) 7-83-39,"[40.0995443, 47.521411]",40.0995443,47.521411,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3072.2609145633814!2d46.54502477639862!3d39.64384220231648!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403e0b002cf7ae7f%3A0xda368bd19771c43b!2zTGHDp8SxbiByYXlvbiBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727181048920!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.0995443, 47.521411]"" data-lat=""40.0995443"" data-long=""47.521411"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3072.2609145633814!2d46.54502477639862!3d39.64384220231648!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403e0b002cf7ae7f%3A0xda368bd19771c43b!2zTGHDp8SxbiByYXlvbiBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727181048920!5m2!1saz!2saz"" width=""600"" height=""450"" style=..."
"Lənkəran şəhəri, Nizami Gəncəvi küçəsi 67",18,38.7590415,48.8373552,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3111.2345188499135!2d48.836266976365934!3d38.75832475489736!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4022ff1a082b8487%3A0x79012cf413a3ae51!2zTMmZbmvJmXJhbiByYXlvbiBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727181128553!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Lənkəran Rayon Mərkəzi Xəstəxanası,(+9942525) 4-79-32,tel:(+9942525) 4-79-32,"[38.7590415, 48.8373552]",38.7590415,48.8373552,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3111.2345188499135!2d48.836266976365934!3d38.75832475489736!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4022ff1a082b8487%3A0x79012cf413a3ae51!2zTMmZbmvJmXJhbiByYXlvbiBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727181128553!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[38.7590415, 48.8373552]"" data-lat=""38.7590415"" data-long=""48.8373552"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3111.2345188499135!2d48.836266976365934!3d38.75832475489736!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4022ff1a082b8487%3A0x79012cf413a3ae51!2zTMmZbmvJmXJhbiByYXlvbiBNyZlya8mZemkgWMmZc3TJmXhhbmFzxLE!5e0!3m2!1saz!2saz!4v1727181128553!5m2!1saz!2saz"" width=""600"" height=""450""..."
"Masallı şəhəri, Zərifə Əliyeva küçəsi 6",19,39.0260901,48.6827173,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3099.510735182968!2d48.680340776375786!3d39.02647303907705!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4023232f678e4fcb%3A0xa61e53e2388eaa44!2zTWFzYWxsxLEgUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727181157970!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Masallı Rayon Mərkəzi Xəstəxanası,(+9942521) 5-32-63,tel:(+9942521) 5-32-63,"[39.0260901, 48.6827173]",39.0260901,48.6827173,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3099.510735182968!2d48.680340776375786!3d39.02647303907705!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4023232f678e4fcb%3A0xa61e53e2388eaa44!2zTWFzYWxsxLEgUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727181157970!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[39.0260901, 48.6827173]"" data-lat=""39.0260901"" data-long=""48.6827173"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3099.510735182968!2d48.680340776375786!3d39.02647303907705!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4023232f678e4fcb%3A0xa61e53e2388eaa44!2zTWFzYWxsxLEgUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727181157970!5m2!1saz!2saz"" width=""600"" height=""450"" sty..."
"Mingəçevir şəhəri,. 20 Yanvar küçəsi 12",20,40.7597578,47.0482539,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3022.0707852759574!2d47.046330076440626!3d40.760467834646455!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4038c024ea400001%3A0x188fc8cfd31f980c!2zTWluZ8mZw6dldmlyIMWeyZloyZlyIE3JmXJryZl6aSBYyZlzdMmZeGFuYXPEsQ!5e0!3m2!1saz!2saz!4v1727181210724!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Mingəçevir Şəhər Mərkəzi Xəstəxanası,(+9942427) 4-80-17,tel:(+9942427) 4-80-17,"[40.7597578, 47.0482539]",40.7597578,47.0482539,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3022.0707852759574!2d47.046330076440626!3d40.760467834646455!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4038c024ea400001%3A0x188fc8cfd31f980c!2zTWluZ8mZw6dldmlyIMWeyZloyZlyIE3JmXJryZl6aSBYyZlzdMmZeGFuYXPEsQ!5e0!3m2!1saz!2saz!4v1727181210724!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.7597578, 47.0482539]"" data-lat=""40.7597578"" data-long=""47.0482539"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3022.0707852759574!2d47.046330076440626!3d40.760467834646455!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4038c024ea400001%3A0x188fc8cfd31f980c!2zTWluZ8mZw6dldmlyIMWeyZloyZlyIE3JmXJryZl6aSBYyZlzdMmZeGFuYXPEsQ!5e0!3m2!1saz!2saz!4v1727181210724!5m2!1saz!2saz"" width=""600"" heig..."
"Bakı şəhəri, Nərimanov rayonu, Koroğlu Rəhimov küçəsi 29.",21,40.403416666666665,49.86222222222222,,Nərimanov Tibb Mərkəzi,(+994 12) 564-88-25,tel:(+994 12) 564-88-25,"[40°24'12.3, 49°51'44.0]",40°24'12.3,49°51'44.0,,"<div class=""accordion-header each-item result-item"" data-coord=""[40°24'12.3, 49°51'44.0]"" data-lat=""40°24'12.3"" data-long=""49°51'44.0"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Nərimanov Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bakı şəhəri, Nərimanov rayonu, Koroğlu..."
"Naftalan şəhəri, İslam Həsənzadə küçəsi 197",22,40.5090753,46.8157414,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3033.4552992710933!2d46.81357087643116!3d40.509426549991595!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403f2d78846cb5bd%3A0xe8c1e075c25c5540!2sNaftalan%20Seher%20Merkezi%20Xestexanasi!5e0!3m2!1saz!2saz!4v1727181350914!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Naftalan Şəhər Mərkəzi Xəstəxanası,(+9942235) 2-30-23,tel:(+9942235) 2-30-23,"[40.5090753, 46.8157414]",40.5090753,46.8157414,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3033.4552992710933!2d46.81357087643116!3d40.509426549991595!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403f2d78846cb5bd%3A0xe8c1e075c25c5540!2sNaftalan%20Seher%20Merkezi%20Xestexanasi!5e0!3m2!1saz!2saz!4v1727181350914!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.5090753, 46.8157414]"" data-lat=""40.5090753"" data-long=""46.8157414"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3033.4552992710933!2d46.81357087643116!3d40.509426549991595!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403f2d78846cb5bd%3A0xe8c1e075c25c5540!2sNaftalan%20Seher%20Merkezi%20Xestexanasi!5e0!3m2!1saz!2saz!4v1727181350914!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:..."
"Neftçala rayonu, M.Ə. Sabir küçəsi 506",23,39.375056,49.2400369,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3084.172319226312!2d49.23689247638859!3d39.374976218383395!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4024aff519555555%3A0xe99b80953a6523ec!2zTmVmdMOnYWxhIFJheW9uIE3JmXJryZl6aSBYyZlzdMmZeGFuYXPEsQ!5e0!3m2!1saz!2saz!4v1727181423539!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Neftçala Rayon Mərkəzi Xəstəxanası,(+9942126) 3-38-48,tel:(+9942126) 3-38-48,"[39.375056, 49.2400369]",39.375056,49.2400369,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3084.172319226312!2d49.23689247638859!3d39.374976218383395!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4024aff519555555%3A0xe99b80953a6523ec!2zTmVmdMOnYWxhIFJheW9uIE3JmXJryZl6aSBYyZlzdMmZeGFuYXPEsQ!5e0!3m2!1saz!2saz!4v1727181423539!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[39.375056, 49.2400369]"" data-lat=""39.375056"" data-long=""49.2400369"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3084.172319226312!2d49.23689247638859!3d39.374976218383395!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4024aff519555555%3A0xe99b80953a6523ec!2zTmVmdMOnYWxhIFJheW9uIE3JmXJryZl6aSBYyZlzdMmZeGFuYXPEsQ!5e0!3m2!1saz!2saz!4v1727181423539!5m2!1saz!2saz"" width=""600"" height=""450"" sty..."
"Oğuz şəhəri, Dədə Qorqud küçəsi 1",24,41.0593846,47.4643171,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3008.4324778903106!2d47.462074776452255!3d41.059538316266305!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403867cafc49839d%3A0x5f38adb2c67053c5!2zT8SfdXogUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727181462252!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Oğuz Rayon Mərkəzi Xəstəxanası,(+9942421) 5-35-03,tel:(+9942421) 5-35-03,"[41.0593846, 47.4643171]",41.0593846,47.4643171,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3008.4324778903106!2d47.462074776452255!3d41.059538316266305!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403867cafc49839d%3A0x5f38adb2c67053c5!2zT8SfdXogUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727181462252!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[41.0593846, 47.4643171]"" data-lat=""41.0593846"" data-long=""47.4643171"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3008.4324778903106!2d47.462074776452255!3d41.059538316266305!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403867cafc49839d%3A0x5f38adb2c67053c5!2zT8SfdXogUmF5b24gTcmZcmvJmXppIFjJmXN0yZl4YW5hc8Sx!5e0!3m2!1saz!2saz!4v1727181462252!5m2!1saz!2saz"" width=""600"" height=""450"" style..."
